incidentType,declarationDate,disasterNumber,county,damagedStateAbbreviation,damagedCity,damagedZipCode,applicantAge,householdComposition,occupantsUnderTwo,occupants2to5,occupants6to18,occupants19to64,occupants65andOver,grossIncome,ownRent,primaryResidence,residenceType,homeOwnersInsurance,floodInsurance,registrationMethod,ihpReferral,ihpEligible,ihpAmount,fipAmount,haReferral,haEligible,haAmount,haStatus,onaReferral,onaEligible,onaAmount,utilitiesOut,homeDamage,autoDamage,emergencyNeeds,foodNeed,shelterNeed,accessFunctionalNeeds,sbaEligible,sbaApproved,inspnIssued,inspnReturned,habitabilityRepairsRequired,rpfvl,ppfvl,renterDamageLevel,destroyed,waterLevel,highWaterLocation,floodDamage,floodDamageAmount,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,personalPropertyEligible,personalPropertyAmount,ihpMax,haMax,onaMax,lastRefresh,id
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,1,0,0,0,1,0,"$60,001-$120,000",Owner,false,House/Duplex,true,false,Mobile,false,false,0,0,false,false,0,,false,false,0,true,true,false,false,,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b42
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,>5,0,0,4,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,INS - Insured,true,false,0,false,true,false,false,,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b55
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,5,0,0,3,2,0,"$15,000-$30,000",Renter,true,Apartment,false,false,Mobile,true,false,0,0,true,false,0,"IID,ILDOBR - Ineligible Insufficient Damage, Ineligible Linked For Duplicate Review",true,false,0,true,true,false,true,true,true,false,true,true,true,true,false,0,524.95,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b6d
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,1,0,0,0,1,0,"$15,000-$30,000",Renter,true,Other,false,false,Mobile,true,false,0,0,true,false,0,"ILDOBR,WVO - Ineligible Ineligible Linked For Duplicate Review, Withdrawn - Applicant Withdrew Voluntarily",false,false,0,true,true,false,true,,,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f60
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,0,Owner,true,House/Duplex,true,true,Mobile,true,false,0,0,true,false,0,TSA - Transitional Sheltering Assistance,false,false,0,true,true,false,true,true,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b21
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,3,0,0,1,2,0,"$30,001-$60,000",Renter,true,Mobile Home,false,false,Mobile,true,true,6362.05,0,true,true,2858,ER - Eligible - Rental Assistance,true,true,3504.05,true,true,false,true,,true,false,false,false,true,true,true,0,3504.05,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,true,2858,false,0,false,0,true,3504.05,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b83
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,1,0,0,0,1,0,"$30,001-$60,000",Renter,true,Townhouse,false,false,Mobile,true,false,0,0,true,false,0,"ILDOBR,WVO - Ineligible Ineligible Linked For Duplicate Review, Withdrawn - Applicant Withdrew Voluntarily",false,false,0,true,true,false,false,,,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f73
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,0,2,0,2,0,0,Owner,true,Mobile Home,false,false,Mobile,true,true,23333.46,0,true,true,20416.35,TSA - Transitional Sheltering Assistance,true,true,2917.11,false,true,false,true,true,,false,false,false,true,true,true,11686.03,3032.09,,false,0,,false,0,false,0,true,3125.62,true,false,true,2858,true,17558.35,false,0,true,2917.11,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613af2
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,4,0,0,0,3,1,"$15,000-$30,000",Owner,true,House/Duplex,false,false,Internet,true,true,11515.01,0,true,true,9178.09,INO - Ineligible - Other,true,true,2336.92,true,true,false,true,true,true,false,false,false,true,true,true,5001.69,1816.4,,false,0,,false,0,false,0,true,1057.9,true,false,true,2858,true,6320.09,false,0,true,2336.92,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b66
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,3,0,0,0,3,0,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,TSA - Transitional Sheltering Assistance,false,false,0,false,true,false,true,,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f4c
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,2,0,0,0,1,1,"$120,001-$175,000",Owner,true,House/Duplex,true,true,Internet,true,false,0,0,true,false,0,INR- Ineligible - No Relocation,false,false,0,false,true,false,false,,,false,false,false,true,true,true,3208.88,0,,false,0,,false,0,false,0,true,1235,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f61
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,INS - Insured,true,false,0,true,true,false,true,true,,false,true,true,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f71
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,0,0,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,INS - Insured,false,false,0,true,true,false,true,true,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b0f
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,2,0,0,0,1,1,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,"INI,INR - Ineligible Insurance, No Relocation",true,false,0,false,true,false,false,,,false,false,false,true,true,true,835.41,0,,false,0,,false,0,false,0,true,146.18,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b63
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,>5,0,0,4,2,0,"$30,001-$60,000",Renter,true,Apartment,false,false,Internet,true,true,2858,0,true,true,2858,IRCT - Ineligible Recertification ,true,false,0,true,true,false,true,true,,false,false,false,true,true,true,0,5518.62,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,true,2858,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f59
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,"IID,INS - Ineligible Insufficient Damage, Insured",false,false,0,false,true,false,true,true,,false,false,false,true,true,false,155.49,0,,false,0,,false,0,false,0,true,123.5,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b94
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,true,Mobile,true,false,0,0,true,false,0,TSA - Transitional Sheltering Assistance,false,false,0,true,true,false,false,,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613ae9
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,true,Mobile,true,false,0,0,true,false,0,"INR,INS - Ineligible No Relocation, Insured",false,false,0,false,true,false,true,true,true,false,false,false,true,true,true,12498.49,0,,false,0,,false,0,false,0,true,3691.54,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b6b
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,0,0,1,1,"$60,001-$120,000",Renter,true,House/Duplex,false,false,Internet,true,true,2022,0,true,true,2022,ER - Eligible - Rental Assistance,false,false,0,false,true,false,true,true,true,false,true,true,true,true,true,0,0,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,true,2022,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b47
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,2,0,0,0,0,2,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,INS - Insured,false,false,0,true,true,false,false,,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b5b
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,1,0,0,0,1,0,"$15,000-$30,000",Renter,true,House/Duplex,false,false,Mobile,true,false,0,0,true,false,0,"ILDOBR,WVO - Ineligible Ineligible Linked For Duplicate Review, Withdrawn - Applicant Withdrew Voluntarily",false,false,0,true,false,false,true,true,,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b71
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,5,0,0,2,3,0,"$30,001-$60,000",Renter,true,Apartment,false,false,Mobile,true,true,2022,0,true,true,2022,TSA - Transitional Sheltering Assistance,true,false,0,true,true,false,true,true,true,false,false,false,true,true,true,0,0,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,false,true,2022,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bb1
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,1,0,1,2,0,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,INS - Insured,false,false,0,false,true,false,false,,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f97
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,4,0,0,1,3,0,0,Owner,true,Mobile Home,true,false,Mobile,true,false,0,0,true,false,0,INI - Ineligible - Ineligible Insurance,true,false,0,false,true,false,false,,,false,false,false,true,true,true,8400.26,1389.96,,false,0,,false,0,true,773.01,true,3161.6,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613fbf
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,CALLAWAY,32404,19-34,5,2,1,0,2,0,"<$15,000",Renter,true,Mobile Home,false,false,Mobile,true,true,5056.39,0,true,true,2858,ER - Eligible - Rental Assistance,true,true,2198.39,true,true,false,true,,,false,false,false,true,true,true,0,2198.39,Renter-Major Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,true,2858,false,0,false,0,true,2198.39,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f9f
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,"$15,000-$30,000",Owner,true,House/Duplex,false,false,Mobile,true,true,23940.79,0,true,true,23940.79,ERFD - Eligible - Readily Fabricated Dwelling,true,false,0,false,true,false,false,,,false,false,false,true,true,true,9218.68,1058.72,,false,0,,false,0,false,0,true,2570.4,false,false,true,2858,true,21082.79,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613fa4
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,<19,3,1,0,1,1,0,"$15,000-$30,000",Renter,true,Mobile Home,false,false,Internet,true,true,7765.83,0,true,true,2022,ERFD - Eligible - Readily Fabricated Dwelling,true,true,5743.83,true,true,false,true,true,true,false,false,false,true,true,true,0,5743.83,Renter-Major Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,true,2022,false,0,false,0,true,5743.83,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f84
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,CALLAWAY,32404,35-49,1,0,0,0,1,0,0,Owner,true,Travel Trailer,false,false,Mobile,true,true,20848.47,0,true,true,19754.12,ERFD - Eligible - Readily Fabricated Dwelling,true,true,1094.35,true,true,true,true,,true,false,false,false,true,true,true,18020.12,1094.35,,true,0,,false,0,false,0,false,0,false,false,true,1734,true,18020.12,false,0,true,1094.35,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613fc1
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,3,0,0,0,3,0,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,INS - Insured,true,false,0,false,true,false,false,,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f9e
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,0,1,1,0,"$15,000-$30,000",Renter,true,House/Duplex,false,false,Mobile,true,false,0,0,true,false,0,IAW - Ineligible - Same Address,false,false,0,true,true,false,true,true,true,false,false,false,true,true,true,0,0,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613ba5
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,1,0,0,0,1,0,"$60,001-$120,000",Owner,true,Townhouse,true,true,Mobile,true,false,0,0,true,false,0,INS - Insured,false,false,0,true,true,false,true,true,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bb9
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,CALLAWAY,32404,65+,2,0,0,0,0,2,0,Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,TSA - Transitional Sheltering Assistance,true,false,0,true,true,false,false,,,false,true,true,true,true,true,4223.03,0,,false,0,,false,0,false,0,true,839.8,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613baa
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,3,0,0,0,3,0,0,Owner,true,House/Duplex,false,false,Internet,true,true,14733.32,0,true,true,11215.9,ER - Eligible - Rental Assistance,true,true,3517.42,false,true,false,true,true,true,false,false,false,true,true,true,8357.9,3977.32,,false,0,,false,0,true,3519.48,true,393,false,false,true,2858,true,8357.9,false,0,true,3517.42,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613ba7
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,0,0,2,2,0,"$30,001-$60,000",Renter,true,Apartment,false,false,Mobile,true,true,1474.85,0,true,true,1011,ERU - Eligible - Utilities Out,true,true,463.85,true,true,true,false,,,false,false,false,true,true,false,0,463.85,,false,0,,false,0,false,0,false,0,false,false,true,1011,false,0,false,0,true,463.85,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bbb
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,3,0,1,1,1,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,true,500,0,true,false,0,TSAI - Transitional Shelter Assistance Information,true,true,500,true,true,false,true,,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,true,true,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bd4
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,4,2,0,0,2,0,"$30,001-$60,000",Renter,true,Apartment,false,false,Mobile,true,true,4565.09,0,true,true,2022,TSAI - Transitional Shelter Assistance Information,true,true,2543.09,true,true,false,true,,true,false,false,false,true,true,true,0,2043.1,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,true,true,2022,false,0,false,0,true,2043.09,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f86
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,2,0,0,0,0,2,"$30,001-$60,000",Owner,true,Mobile Home,true,false,Internet,true,true,151.55,0,true,true,151.55,INS - Insured,false,false,0,true,true,false,false,,,false,true,true,true,true,true,2150.76,0,,false,0,,false,0,false,0,true,296.4,false,false,false,0,true,151.55,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f8d
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,>5,0,0,3,4,0,"$30,001-$60,000",Renter,true,Mobile Home,false,false,Mobile,true,true,4264.75,0,true,true,2164.98,TSA - Transitional Sheltering Assistance,true,true,2099.77,true,true,false,true,true,true,false,false,false,true,true,true,0,2354.32,Renter-Moderate Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,false,true,2022,false,0,false,0,true,2099.77,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bcf
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,1,1,"$60,001-$120,000",Owner,true,House/Duplex,true,true,Internet,true,false,0,0,true,false,0,"INR,INS - Ineligible No Relocation, Insured",false,false,0,false,true,false,false,,,false,false,false,true,true,true,5598.64,0,,false,0,,false,0,true,812.4,true,2083.8,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613f96
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,1,1,0,2,0,0,Renter,true,House/Duplex,false,false,Mobile,true,false,0,0,true,false,0,WVO - Withdrawn - Applicant Withdrew Voluntarily,true,false,0,false,true,false,true,,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bc1
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,2,0,0,0,2,0,"$30,001-$60,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,INS - Insured,false,false,0,false,true,false,true,true,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613b9c
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,4,0,0,2,2,0,"$15,000-$30,000",Owner,true,Mobile Home,false,false,Internet,true,true,20561.08,0,true,true,17303.57,ER - Eligible - Rental Assistance,true,true,3257.51,false,true,false,false,,,false,false,false,true,true,true,9423,3135.33,,false,0,,false,0,true,117.89,true,2324.16,false,false,true,2858,true,14445.57,false,0,true,3257.51,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bbf
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,3,0,0,1,2,0,"$60,001-$120,000",Renter,true,House/Duplex,false,false,Internet,true,true,1011,0,true,true,1011,ERU - Eligible - Utilities Out,true,false,0,true,true,false,true,true,true,false,false,false,true,true,false,0,94.66,,false,0,,false,0,false,0,false,0,false,false,true,1011,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bfc
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,1,0,0,0,1,0,0,Renter,true,House/Duplex,false,false,Mobile,true,false,0,0,true,false,0,"ILDOBR,WVO - Ineligible Ineligible Linked For Duplicate Review, Withdrawn - Applicant Withdrew Voluntarily",false,false,0,true,true,true,true,true,true,false,false,false,true,true,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613fcb
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,1,0,0,0,1,0,"$15,000-$30,000",Owner,true,House/Duplex,true,false,Internet,true,false,0,0,true,false,0,TSA - Transitional Sheltering Assistance,true,false,0,true,true,false,true,true,true,false,false,false,true,true,true,680.8,0,,false,0,,false,0,false,0,true,98.8,true,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613fe6
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,65+,5,0,0,1,3,1,"$60,001-$120,000",Owner,true,Mobile Home,true,true,Mobile,true,false,0,0,true,false,0,INS - Insured,false,false,0,true,true,false,true,true,,false,true,true,true,true,true,860.02,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bdc
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,5,0,1,3,1,0,"$30,001-$60,000",Renter,true,Mobile Home,false,false,Mobile,true,true,12643.71,0,true,true,2858,TSA - Transitional Sheltering Assistance,true,true,9785.71,true,true,false,true,true,true,false,false,false,true,true,true,0,9785.72,Renter-Major Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,false,true,2858,false,0,false,0,true,9785.71,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613fc5
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,2,0,0,1,1,0,"$15,000-$30,000",Renter,true,Townhouse,false,false,Internet,true,true,2022,0,true,true,2022,TSA - Transitional Sheltering Assistance,false,false,0,true,true,false,true,,true,false,false,false,true,true,true,0,3505.02,Renter-Major Damage(Renter No Cost),false,0,,false,0,false,0,false,0,true,false,true,2022,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bfe
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,4,0,1,1,2,0,"$60,001-$120,000",Owner,true,House/Duplex,true,false,Mobile,true,false,0,0,true,false,0,INS - Insured,false,false,0,false,true,false,true,true,true,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613be0
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,50-64,1,0,0,0,1,0,"<$15,000",Renter,true,House/Duplex,false,false,Mobile,true,true,2411.29,0,true,false,0,"IID,ILDOBR - Ineligible Insufficient Damage, Ineligible Linked For Duplicate Review",true,true,2411.29,false,true,true,true,,true,false,false,false,true,true,false,0,2161.29,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,true,2161.29,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613be6
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,2,0,0,0,2,0,"$15,000-$30,000",Renter,true,Apartment,false,false,Mobile,true,true,961.66,0,true,true,867,ERU - Eligible - Utilities Out,true,true,94.66,true,true,false,true,true,true,false,false,false,true,true,false,0,94.66,,false,0,,false,0,false,0,false,0,false,false,true,867,false,0,false,0,true,94.66,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613c0a
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,3,0,0,0,3,0,"<$15,000",Owner,true,House/Duplex,true,true,Internet,true,false,0,0,true,false,0,INS - Insured,true,false,0,true,true,false,true,true,true,false,false,false,true,true,true,2388.53,0,,false,0,,false,0,false,0,true,515.84,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613c1a
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,19-34,4,0,0,0,4,0,"$30,001-$60,000",Owner,true,Mobile Home,true,false,Internet,true,true,500,0,true,false,0,INI - Ineligible - Ineligible Insurance,true,true,500,false,true,true,true,true,true,false,false,false,true,true,true,3032.11,0,,false,0,,false,0,true,547.96,true,617.5,true,true,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9255cbe3ae1065613bf8
Hurricane,2018-10-11T14:15:00.000Z,4399,Bay (County),FL,PANAMA CITY,32404,35-49,3,0,1,0,2,0,"$120,001-$175,000",Owner,true,House/Duplex,true,true,Mobile,true,false,0,0,true,false,0,INS - Insured,false,false,0,false,true,false,true,true,,false,false,false,false,false,,0,0,,false,0,,false,0,false,0,false,0,false,false,false,0,false,0,false,0,false,0,false,false,false,2021-03-20T14:43:43.000Z,607a9256cbe3ae1065613feb
